wavelength,nk,flux
895.75000000, 0.95301620, 0.51427949
895.80000000, 0.95317329, 0.51446094
895.85000000, 0.95320230, 0.51464240
895.90000000, 0.95315715, 0.51482386
895.95000000, 0.95298379, 0.51500531
896.00000000, 0.95282794, 0.51518677
896.05000000, 0.95269264, 0.51536823
896.10000000, 0.95258896, 0.51554968
896.15000000, 0.95249667, 0.51573114
896.20000000, 0.95242417, 0.51591259
896.25000000, 0.95215841, 0.51609405
896.30000000, 0.95177682, 0.51627551
896.35000000, 0.95122405, 0.51645696
896.40000000, 0.95021437, 0.51663842
896.45000000, 0.94857372, 0.51681988
896.50000000, 0.94583186, 0.51700133
896.55000000, 0.94272046, 0.51718279
896.60000000, 0.93915593, 0.51736424
896.65000000, 0.93575040, 0.51754570
896.70000000, 0.93245087, 0.51772716
896.75000000, 0.92951536, 0.51790861
896.80000000, 0.92694291, 0.51809007
896.85000000, 0.92496282, 0.51827153
896.90000000, 0.92387240, 0.51845298
896.95000000, 0.92317810, 0.51863444
897.00000000, 0.92314530, 0.51881590
897.05000000, 0.92370410, 0.51899735
897.10000000, 0.92472773, 0.51917881
897.15000000, 0.92702941, 0.51936026
897.20000000, 0.92955547, 0.51954172
897.25000000, 0.93241371, 0.51972318
897.30000000, 0.93462829, 0.51990463
897.35000000, 0.93653336, 0.52034074
897.40000000, 0.93782725, 0.52095263
897.45000000, 0.93845863, 0.52156453
897.50000000, 0.93847847, 0.52217643
897.55000000, 0.93723744, 0.52278832
897.60000000, 0.93564651, 0.52340022
897.65000000, 0.93351603, 0.52401212
897.70000000, 0.93184483, 0.52462401
897.75000000, 0.93040782, 0.52523591
897.80000000, 0.92925364, 0.52584781
897.85000000, 0.92844005, 0.52645970
897.90000000, 0.92802629, 0.52707160
897.95000000, 0.92842409, 0.52768350
898.00000000, 0.92919724, 0.52829539
898.05000000, 0.93075313, 0.52890729
898.10000000, 0.93260050, 0.52951919
898.15000000, 0.93462653, 0.53013108
898.20000000, 0.93681174, 0.53074298
898.25000000, 0.93853679, 0.53135488
898.30000000, 0.93957163, 0.53196677
898.35000000, 0.94011970, 0.53257867
898.40000000, 0.94043365, 0.53319057
898.45000000, 0.94023918, 0.53380246
898.50000000, 0.93990054, 0.53441436
898.55000000, 0.93943909, 0.53502626
898.60000000, 0.93911198, 0.53563815
898.65000000, 0.93886222, 0.53625005
898.70000000, 0.93875860, 0.53686195
898.75000000, 0.93805498, 0.53747384
898.80000000, 0.93716847, 0.53808574
898.85000000, 0.93713585, 0.53869764
898.90000000, 0.93703095, 0.53930953
898.95000000, 0.93684775, 0.53992143
899.00000000, 0.93650612, 0.54053333
899.05000000, 0.93626276, 0.54114522
899.10000000, 0.93641226, 0.54175712
899.15000000, 0.93681464, 0.54236902
899.20000000, 0.93737203, 0.54298091
899.25000000, 0.93657353, 0.54359281
899.30000000, 0.93591443, 0.54420471
899.35000000, 0.93548276, 0.54481660
899.40000000, 0.93502935, 0.54542850
899.45000000, 0.93452641, 0.54604040
899.50000000, 0.93379556, 0.54665229
899.55000000, 0.93330562, 0.54726419
899.60000000, 0.93302089, 0.54787609
899.65000000, 0.93235916, 0.54848798
899.70000000, 0.93029715, 0.54909988
899.75000000, 0.92504432, 0.54971178
899.80000000, 0.92025631, 0.55032367
899.85000000, 0.91574400, 0.55093557
899.90000000, 0.91212398, 0.55154747
899.95000000, 0.90830077, 0.55215936
900.00000000, 0.90421895, 0.55277126
900.05000000, 0.90115135, 0.55338316
900.10000000, 0.89915263, 0.55399505
900.15000000, 0.90053893, 0.55460695
900.20000000, 0.90068126, 0.55521885
900.25000000, 0.89992279, 0.55583074
900.30000000, 0.90165459, 0.55644264
900.35000000, 0.90419552, 0.55705454
900.40000000, 0.90810570, 0.55766643
900.45000000, 0.91154851, 0.55827833
900.50000000, 0.91481370, 0.55889023
900.55000000, 0.91811611, 0.55950212
900.60000000, 0.92131327, 0.56011402
900.65000000, 0.92439639, 0.56072592
900.70000000, 0.92411983, 0.56133781
900.75000000, 0.92247308, 0.56194971
900.80000000, 0.91790746, 0.56256161
900.85000000, 0.91304257, 0.56317350
900.90000000, 0.90797817, 0.56378540
900.95000000, 0.90258524, 0.56439730
901.00000000, 0.89691806, 0.56500919
901.05000000, 0.89077526, 0.56562109
901.10000000, 0.88450633, 0.56623299
901.15000000, 0.87836980, 0.56684488
901.20000000, 0.87352926, 0.56745678
901.25000000, 0.86861491, 0.56806868
901.30000000, 0.86362060, 0.56868057
901.35000000, 0.85958545, 0.56929247
901.40000000, 0.85650363, 0.56990437
901.45000000, 0.85594620, 0.57051626
901.50000000, 0.85453224, 0.57112816
901.55000000, 0.85259330, 0.57391372
901.60000000, 0.85371472, 0.57828109
901.65000000, 0.85535516, 0.58264845
901.70000000, 0.85780727, 0.58701582
901.75000000, 0.86016261, 0.59138318
901.80000000, 0.86256188, 0.59575055
901.85000000, 0.86566253, 0.60011792
901.90000000, 0.86994582, 0.60448528
901.95000000, 0.87551028, 0.60885265
902.00000000, 0.87779329, 0.61322001
902.05000000, 0.87997875, 0.61758738
902.10000000, 0.88371231, 0.62195474
902.15000000, 0.88749211, 0.62632211
902.20000000, 0.89130274, 0.63068948
902.25000000, 0.89247896, 0.63505684
902.30000000, 0.89394976, 0.63942421
902.35000000, 0.89609677, 0.64379157
902.40000000, 0.89908461, 0.64815894
902.45000000, 0.90220040, 0.65252630
902.50000000, 0.90302716, 0.65689367
902.55000000, 0.90425673, 0.66126103
902.60000000, 0.90595916, 0.66562840
902.65000000, 0.90906922, 0.66999577
902.70000000, 0.91213059, 0.67436313
902.75000000, 0.91376123, 0.67873050
902.80000000, 0.91582318, 0.68309786
902.85000000, 0.91822400, 0.68746523
902.90000000, 0.92028894, 0.69183259
902.95000000, 0.92198303, 0.69619996
903.00000000, 0.92286182, 0.70056733
903.05000000, 0.92346016, 0.70493469
903.10000000, 0.92395192, 0.70930206
903.15000000, 0.92505316, 0.71366942
903.20000000, 0.92580742, 0.71803679
903.25000000, 0.92608253, 0.72240415
903.30000000, 0.92658315, 0.72677152
903.35000000, 0.92701723, 0.73113889
903.40000000, 0.92676806, 0.73550625
903.45000000, 0.92689998, 0.73987362
903.50000000, 0.92738368, 0.74424098
903.55000000, 0.92786379, 0.74860835
903.60000000, 0.92828622, 0.75297571
903.65000000, 0.92854585, 0.75734308
903.70000000, 0.92896474, 0.76171045
903.75000000, 0.92948124, 0.76607781
903.80000000, 0.93048911, 0.77044518
903.85000000, 0.93117142, 0.77481254
903.90000000, 0.93125711, 0.77917991
903.95000000, 0.93134146, 0.78354727
904.00000000, 0.93145004, 0.78791464
904.05000000, 0.93184319, 0.79228201
904.10000000, 0.93221906, 0.79664937
904.15000000, 0.93257462, 0.80101674
904.20000000, 0.93300835, 0.80538410
904.25000000, 0.93348709, 0.80975147
904.30000000, 0.93409272, 0.81411883
904.35000000, 0.93456535, 0.81848620
904.40000000, 0.93492466, 0.82285357
904.45000000, 0.93500490, 0.82722093
904.50000000, 0.93506277, 0.83158830
904.55000000, 0.93512555, 0.83595566
904.60000000, 0.93511742, 0.84032303
904.65000000, 0.93506939, 0.84469039
904.70000000, 0.93481524, 0.84905776
904.75000000, 0.93454483, 0.85342512
904.80000000, 0.93424549, 0.85779249
904.85000000, 0.93389534, 0.86215986
904.90000000, 0.93346566, 0.86652722
904.95000000, 0.93234860, 0.87089459
905.00000000, 0.93139756, 0.87526195
905.05000000, 0.93064139, 0.87962932
905.10000000, 0.92994308, 0.88399668
905.15000000, 0.92927252, 0.88836405
905.20000000, 0.92867047, 0.89273142
905.25000000, 0.92817037, 0.89709878
905.30000000, 0.92775712, 0.90146615
905.35000000, 0.92797561, 0.90583351
905.40000000, 0.92815261, 0.91020088
905.45000000, 0.92801171, 0.91456824
905.50000000, 0.92832904, 0.91893561
905.55000000, 0.92892723, 0.92330298
905.60000000, 0.92940106, 0.92767034
905.65000000, 0.92978754, 0.93203771
905.70000000, 0.93000937, 0.93640507
905.75000000, 0.93023597, 0.93526105
905.80000000, 0.93043665, 0.93027121
905.85000000, 0.93019917, 0.92528138
905.90000000, 0.92847122, 0.92029154
905.95000000, 0.92468498, 0.91530171
906.00000000, 0.91956999, 0.91031187
906.05000000, 0.91403143, 0.90532204
906.10000000, 0.90819314, 0.90033220
906.15000000, 0.90271965, 0.89534237
906.20000000, 0.89761095, 0.89035254
906.25000000, 0.89345031, 0.88536270
906.30000000, 0.88999803, 0.88037287
906.35000000, 0.88865681, 0.87538303
906.40000000, 0.88773399, 0.87039320
906.45000000, 0.88713991, 0.86540336
906.50000000, 0.88836650, 0.86041353
906.55000000, 0.89020309, 0.85542369
906.60000000, 0.89320115, 0.85043386
906.65000000, 0.89710372, 0.84544402
906.70000000, 0.90151506, 0.84045419
906.75000000, 0.90645474, 0.83546435
906.80000000, 0.91151106, 0.83047452
906.85000000, 0.91677289, 0.82548468
906.90000000, 0.92117981, 0.82049485
906.95000000, 0.92508570, 0.81550501
907.00000000, 0.92688229, 0.81051518
907.05000000, 0.92782320, 0.80552535
907.10000000, 0.92758245, 0.80053551
907.15000000, 0.92644230, 0.79554568
907.20000000, 0.92510897, 0.79055584
907.25000000, 0.92444186, 0.78556601
907.30000000, 0.92351940, 0.78057617
907.35000000, 0.92232032, 0.77558634
907.40000000, 0.92161988, 0.77059650
907.45000000, 0.92106567, 0.76560667
907.50000000, 0.92067896, 0.76061683
907.55000000, 0.92033638, 0.75562700
907.60000000, 0.92003140, 0.75063716
907.65000000, 0.91698362, 0.74564733
907.70000000, 0.91357406, 0.74065749
907.75000000, 0.91020327, 0.73566766
907.80000000, 0.90642446, 0.73067782
907.85000000, 0.90235019, 0.72568799
907.90000000, 0.89888804, 0.72069816
907.95000000, 0.89576998, 0.71570832
908.00000000, 0.89336361, 0.71071849
908.05000000, 0.89265191, 0.70572865
908.10000000, 0.89289348, 0.70073882
908.15000000, 0.89261965, 0.69574898
908.20000000, 0.89281782, 0.69075915
908.25000000, 0.89393222, 0.68576931
908.30000000, 0.89584934, 0.68077948
908.35000000, 0.89815836, 0.67578964
908.40000000, 0.90161642, 0.67079981
908.45000000, 0.90501429, 0.66580997
908.50000000, 0.90832185, 0.66082014
908.55000000, 0.91149435, 0.65583030
908.60000000, 0.91391231, 0.65084047
908.65000000, 0.90996657, 0.64585063
908.70000000, 0.90475951, 0.64086080
908.75000000, 0.89794715, 0.63587097
908.80000000, 0.89136875, 0.63088113
908.85000000, 0.88488025, 0.62589130
908.90000000, 0.87858477, 0.62090146
908.95000000, 0.87266931, 0.61591163
909.00000000, 0.86716554, 0.61092179
909.05000000, 0.86642014, 0.60593196
909.10000000, 0.86640815, 0.60094212
909.15000000, 0.86560831, 0.59595229
909.20000000, 0.86567092, 0.59096245
909.25000000, 0.86652963, 0.58597262
909.30000000, 0.86780711, 0.58098278
909.35000000, 0.86951560, 0.57599295
909.40000000, 0.87254979, 0.57100311
909.45000000, 0.87600786, 0.56601328
909.50000000, 0.87979900, 0.56102345
909.55000000, 0.88525130, 0.55603361
909.60000000, 0.88982735, 0.55104378
909.65000000, 0.89149833, 0.54605394
909.70000000, 0.89221633, 0.54106411
909.75000000, 0.89229901, 0.53607427
909.80000000, 0.89032560, 0.53108444
909.85000000, 0.88888833, 0.52609460
909.90000000, 0.88900832, 0.52110477
909.95000000, 0.88984342, 0.51873885
910.00000000, 0.89108079, 0.51796752
910.05000000, 0.89303738, 0.51719619
910.10000000, 0.89507442, 0.51642487
910.15000000, 0.89725119, 0.51565354
910.20000000, 0.90021564, 0.51488222
910.25000000, 0.90354861, 0.51411089
910.30000000, 0.90505569, 0.51333957
910.35000000, 0.90585756, 0.51256824
910.40000000, 0.90540571, 0.51179692
910.45000000, 0.90537041, 0.51102559
910.50000000, 0.90556032, 0.51025427
910.55000000, 0.90687047, 0.50948294
910.60000000, 0.90764702, 0.50871161
910.65000000, 0.90755295, 0.50794029
910.70000000, 0.90719994, 0.50716896
910.75000000, 0.90681314, 0.50639764
910.80000000, 0.90747439, 0.50562631
910.85000000, 0.90756318, 0.50485499
910.90000000, 0.90679328, 0.50408366
910.95000000, 0.90431578, 0.50331234
911.00000000, 0.90129428, 0.50254101
911.05000000, 0.89891647, 0.50176969
911.10000000, 0.89654379, 0.50099836
911.15000000, 0.89417821, 0.50022703
911.20000000, 0.89207198, 0.49945571
911.25000000, 0.89017041, 0.49868438
911.30000000, 0.88937357, 0.49791306
911.35000000, 0.88932216, 0.49714173
911.40000000, 0.89021947, 0.49637041
911.45000000, 0.88982110, 0.49559908
911.50000000, 0.88894588, 0.49482776
911.55000000, 0.88725364, 0.49405643
911.60000000, 0.88637222, 0.49328510
911.65000000, 0.88644263, 0.49251378
911.70000000, 0.88437485, 0.49174245
911.75000000, 0.88198043, 0.49097113
911.80000000, 0.88086309, 0.49019980
911.85000000, 0.88074391, 0.48942848
911.90000000, 0.88170607, 0.48865715
911.95000000, 0.88269218, 0.48788583
912.00000000, 0.88329777, 0.48711450
912.05000000, 0.88152905, 0.48634318
912.10000000, 0.88181975, 0.48557185
912.15000000, 0.88434149, 0.48480052
912.20000000, 0.88567713, 0.48402920
912.25000000, 0.88715435, 0.48325787
912.30000000, 0.89074174, 0.48248655
912.35000000, 0.89475207, 0.48171522
912.40000000, 0.89922059, 0.48094390
912.45000000, 0.90380999, 0.48017257
912.50000000, 0.90811777, 0.47940125
912.55000000, 0.91080773, 0.47862992
912.60000000, 0.91367658, 0.47785860
912.65000000, 0.91672433, 0.47708727
912.70000000, 0.91771684, 0.47631594
912.75000000, 0.91811552, 0.47554462
912.80000000, 0.91776514, 0.47477329
912.85000000, 0.91743890, 0.47400197
912.90000000, 0.91713681, 0.47323064
912.95000000, 0.91688639, 0.47245932
913.00000000, 0.91665760, 0.47168799
913.05000000, 0.91648274, 0.47091667
913.10000000, 0.91625122, 0.47014534
913.15000000, 0.91596302, 0.46937402
913.20000000, 0.91583597, 0.46860269
913.25000000, 0.91575818, 0.46783136
913.30000000, 0.91575335, 0.46706004
913.35000000, 0.91584223, 0.46628871
913.40000000, 0.91602481, 0.46551739
913.45000000, 0.91585460, 0.46474606
913.50000000, 0.91560530, 0.46397474
913.55000000, 0.91534731, 0.46320341
913.60000000, 0.91511424, 0.46243209
913.65000000, 0.91490818, 0.46166076
913.70000000, 0.91468679, 0.46088943
913.75000000, 0.91439375, 0.46011811
913.80000000, 0.91368125, 0.45934678
913.85000000, 0.91291046, 0.45857546
913.90000000, 0.91207652, 0.45780413
913.95000000, 0.91110486, 0.45703281
914.00000000, 0.91011772, 0.45626148
914.05000000, 0.90924690, 0.45549016
914.10000000, 0.90834087, 0.45471883
914.15000000, 0.90739349, 0.45449581
914.20000000, 0.90659535, 0.45453342
914.25000000, 0.90585787, 0.45457104
914.30000000, 0.90529164, 0.45460866
914.35000000, 0.90456657, 0.45464628
914.40000000, 0.90363937, 0.45468389
914.45000000, 0.90237383, 0.45472151
914.50000000, 0.90094970, 0.45475913
914.55000000, 0.89895702, 0.45479674
914.60000000, 0.89674051, 0.45483436
914.65000000, 0.89423912, 0.45487198
914.70000000, 0.89177493, 0.45490960
914.75000000, 0.88937409, 0.45494721
914.80000000, 0.88756671, 0.45498483
914.85000000, 0.88600089, 0.45502245
914.90000000, 0.88476862, 0.45506006
914.95000000, 0.88450951, 0.45509768
915.00000000, 0.88467253, 0.45513530
915.05000000, 0.88609218, 0.45517292
915.10000000, 0.88791507, 0.45521053
915.15000000, 0.89039588, 0.45524815
915.20000000, 0.89312696, 0.45528577
915.25000000, 0.89594884, 0.45532339
915.30000000, 0.89861408, 0.45536100
915.35000000, 0.90094405, 0.45539862
915.40000000, 0.90267797, 0.45543624
915.45000000, 0.90382718, 0.45547385
915.50000000, 0.90468526, 0.45551147
915.55000000, 0.90476143, 0.45554909
915.60000000, 0.90466910, 0.45558671
915.65000000, 0.90424968, 0.45562432
915.70000000, 0.90376525, 0.45566194
915.75000000, 0.90324732, 0.45569956
915.80000000, 0.90321032, 0.45573717
915.85000000, 0.90326962, 0.45577479
915.90000000, 0.90353071, 0.45581241
915.95000000, 0.90392444, 0.45585003
916.00000000, 0.90439948, 0.45588764
916.05000000, 0.90485344, 0.45592526
916.10000000, 0.90527747, 0.45596288
916.15000000, 0.90562801, 0.45600049
916.20000000, 0.90518513, 0.45603811
916.25000000, 0.90421331, 0.45607573
916.30000000, 0.90291900, 0.45611335
916.35000000, 0.90155980, 0.45615096
916.40000000, 0.90008392, 0.45618858
916.45000000, 0.89861990, 0.45622620
916.50000000, 0.89716517, 0.45626382
916.55000000, 0.89561950, 0.45630143
916.60000000, 0.89424140, 0.45633905
916.65000000, 0.89358323, 0.45637667
916.70000000, 0.89300834, 0.45641428
916.75000000, 0.89251032, 0.45645190
916.80000000, 0.89259257, 0.45648952
916.85000000, 0.89279559, 0.45652714
916.90000000, 0.89305243, 0.45656475
916.95000000, 0.89322640, 0.45660237
917.00000000, 0.89331060, 0.45663999
917.05000000, 0.89322256, 0.45667760
917.10000000, 0.89295734, 0.45671522
917.15000000, 0.89153462, 0.45675284
917.20000000, 0.88970245, 0.45679046
917.25000000, 0.88730487, 0.45682807
917.30000000, 0.88511212, 0.45686569
917.35000000, 0.88301802, 0.45690331
917.40000000, 0.88134205, 0.45694092
917.45000000, 0.87982798, 0.45697854
917.50000000, 0.87857809, 0.45701616
917.55000000, 0.87848238, 0.45705378
917.60000000, 0.87888132, 0.45709139
917.65000000, 0.87958598, 0.45712901
917.70000000, 0.88056063, 0.45716663
917.75000000, 0.88210900, 0.45720424
917.80000000, 0.88389177, 0.45724186
917.85000000, 0.88580640, 0.45727948
917.90000000, 0.88766558, 0.45731710
917.95000000, 0.88943549, 0.45735471
918.00000000, 0.89095788, 0.45739233
918.05000000, 0.89239894, 0.45742995
918.10000000, 0.89378112, 0.45746757
918.15000000, 0.89402210, 0.45750518
918.20000000, 0.89411168, 0.45754280
918.25000000, 0.89411403, 0.45758042
918.30000000, 0.89428830, 0.45761803
918.35000000, 0.89462126, 0.45764960
918.40000000, 0.89505576, 0.45767922
918.45000000, 0.89550455, 0.45770884
918.50000000, 0.89592678, 0.45773846
918.55000000, 0.89652146, 0.45776808
918.60000000, 0.89731859, 0.45779770
918.65000000, 0.89775131, 0.45782732
918.70000000, 0.89804545, 0.45785694
918.75000000, 0.89801733, 0.45788656
918.80000000, 0.89795425, 0.45791618
918.85000000, 0.89783876, 0.45794580
918.90000000, 0.89780552, 0.45797542
918.95000000, 0.89779706, 0.45800504
919.00000000, 0.89743497, 0.45803466
919.05000000, 0.89702742, 0.45806428
919.10000000, 0.89653162, 0.45809390
919.15000000, 0.89596126, 0.45812352
919.20000000, 0.89534895, 0.45815314
919.25000000, 0.89507268, 0.45818276
919.30000000, 0.89483003, 0.45821239
919.35000000, 0.89464320, 0.45824201
919.40000000, 0.89458410, 0.45827163
919.45000000, 0.89461748, 0.45830125
919.50000000, 0.89467195, 0.45833087
919.55000000, 0.89476953, 0.45836049
919.60000000, 0.89502809, 0.45839011
919.65000000, 0.89512016, 0.45841973
919.70000000, 0.89504574, 0.45844935
919.75000000, 0.89429273, 0.45847897
919.80000000, 0.89334604, 0.45850859
919.85000000, 0.89207136, 0.45853821
919.90000000, 0.89089565, 0.45856783
919.95000000, 0.88985662, 0.45859745
920.00000000, 0.88860916, 0.45862707
920.05000000, 0.88726732, 0.45865669
920.10000000, 0.88541745, 0.45868631
920.15000000, 0.88374749, 0.45871593
920.20000000, 0.88242679, 0.45874555
920.25000000, 0.88139584, 0.45877517
920.30000000, 0.88051416, 0.45880479
920.35000000, 0.88025002, 0.45883441
920.40000000, 0.88010767, 0.45886403
920.45000000, 0.88023872, 0.45889365
920.50000000, 0.88053794, 0.45892327
920.55000000, 0.88095893, 0.45895289
920.60000000, 0.88124116, 0.45898251
920.65000000, 0.88153630, 0.45901213
920.70000000, 0.88197640, 0.45904175
920.75000000, 0.88149675, 0.45907137
920.80000000, 0.88002070, 0.45910099
920.85000000, 0.87807211, 0.45913061
920.90000000, 0.87599206, 0.45916023
920.95000000, 0.87379213, 0.45918985
921.00000000, 0.87135519, 0.45921947
921.05000000, 0.86856274, 0.45924909
921.10000000, 0.86461465, 0.45927871
921.15000000, 0.86017128, 0.45930833
921.20000000, 0.85682154, 0.45933795
921.25000000, 0.85364994, 0.45936757
921.30000000, 0.85085688, 0.45939719
921.35000000, 0.84916958, 0.45942681
921.40000000, 0.84816003, 0.45945643
921.45000000, 0.84844457, 0.45948605
921.50000000, 0.84898881, 0.45951568
921.55000000, 0.85005485, 0.45954530
921.60000000, 0.85110412, 0.45957492
921.65000000, 0.85213790, 0.45960454
921.70000000, 0.85421934, 0.45963416
921.75000000, 0.85640774, 0.45966378
921.80000000, 0.85769419, 0.45969340
921.85000000, 0.85889559, 0.45972302
921.90000000, 0.85997955, 0.45975264
921.95000000, 0.86149055, 0.45978226
922.00000000, 0.86317389, 0.45981188
922.05000000, 0.86516396, 0.45984150
922.10000000, 0.86706132, 0.45987112
922.15000000, 0.86876170, 0.45990074
922.20000000, 0.87029839, 0.45993036
922.25000000, 0.87173476, 0.45995998
922.30000000, 0.87210397, 0.45998960
922.35000000, 0.87231166, 0.46001922
922.40000000, 0.87227569, 0.46004884
922.45000000, 0.87178406, 0.46007846
922.50000000, 0.87087185, 0.46010808
922.55000000, 0.86771444, 0.46030205
922.60000000, 0.86378365, 0.46052318
922.65000000, 0.85779552, 0.46074431
922.70000000, 0.85143874, 0.46096544
922.75000000, 0.84452899, 0.46118657
922.80000000, 0.83766146, 0.46140770
922.85000000, 0.83081202, 0.46162882
922.90000000, 0.82469307, 0.46184995
922.95000000, 0.81900525, 0.46207108
923.00000000, 0.81432341, 0.46229221
923.05000000, 0.81110232, 0.46251334
923.10000000, 0.80885508, 0.46273447
923.15000000, 0.80941603, 0.46295560
923.20000000, 0.81074326, 0.46317672
923.25000000, 0.81413996, 0.46339785
923.30000000, 0.81833829, 0.46361898
923.35000000, 0.82340505, 0.46384011
923.40000000, 0.82941434, 0.46406124
923.45000000, 0.83568656, 0.46428237
923.50000000, 0.84192533, 0.46450350
923.55000000, 0.84743061, 0.46472462
923.60000000, 0.85163190, 0.46494575
923.65000000, 0.85457720, 0.46516688
923.70000000, 0.85687547, 0.46538801
923.75000000, 0.85772386, 0.46560914
923.80000000, 0.85831422, 0.46583027
923.85000000, 0.85827880, 0.46605140
923.90000000, 0.85814243, 0.46627252
923.95000000, 0.85792006, 0.46649365
924.00000000, 0.85815163, 0.46671478
924.05000000, 0.85853893, 0.46693591
924.10000000, 0.85943412, 0.46715704
924.15000000, 0.86075679, 0.46737817
924.20000000, 0.86266981, 0.46759930
924.25000000, 0.86452855, 0.46782043
924.30000000, 0.86636619, 0.46804155
924.35000000, 0.86805879, 0.46826268
924.40000000, 0.86940899, 0.46848381
924.45000000, 0.86996022, 0.46870494
924.50000000, 0.86991656, 0.46892607
924.55000000, 0.86944211, 0.46914720
924.60000000, 0.86831792, 0.46936833
924.65000000, 0.86704445, 0.46958945
924.70000000, 0.86545242, 0.46981058
924.75000000, 0.86403539, 0.47003171
924.80000000, 0.86282377, 0.47025284
924.85000000, 0.86268718, 0.47047397
924.90000000, 0.86296177, 0.47069510
924.95000000, 0.86403960, 0.47091623
925.00000000, 0.86532429, 0.47113735
925.05000000, 0.86704855, 0.47135848
925.10000000, 0.86880870, 0.47157961
925.15000000, 0.87059085, 0.47180074
925.20000000, 0.87208342, 0.47202187
925.25000000, 0.87344992, 0.47224300
925.30000000, 0.87438871, 0.47246413
925.35000000, 0.87374696, 0.47268525
925.40000000, 0.87139296, 0.47290638
925.45000000, 0.86756522, 0.47312751
925.50000000, 0.86328277, 0.47334864
925.55000000, 0.85916767, 0.47356977
925.60000000, 0.85472820, 0.47379090
925.65000000, 0.84965904, 0.47401203
925.70000000, 0.84408842, 0.47423315
925.75000000, 0.83821045, 0.47445428
925.80000000, 0.83440928, 0.47467541
925.85000000, 0.83121652, 0.47489654
925.90000000, 0.82953432, 0.47511767
925.95000000, 0.82912054, 0.47533880
926.00000000, 0.83008086, 0.47555993
926.05000000, 0.83174887, 0.47578105
926.10000000, 0.83368668, 0.47600218
926.15000000, 0.83635024, 0.47622331
926.20000000, 0.83953991, 0.47644444
926.25000000, 0.84375085, 0.47666557
926.30000000, 0.84819276, 0.47688670
926.35000000, 0.85277624, 0.47710783
926.40000000, 0.85512808, 0.47732895
926.45000000, 0.85728127, 0.47755008
926.50000000, 0.85965899, 0.47777121
926.55000000, 0.86223768, 0.47799234
926.60000000, 0.86503409, 0.47821347
926.65000000, 0.86735579, 0.47843460
926.70000000, 0.86949048, 0.47865573
926.75000000, 0.87073478, 0.47849091
926.80000000, 0.87197266, 0.47831934
926.85000000, 0.87319689, 0.47814777
926.90000000, 0.87439633, 0.47797620
926.95000000, 0.87557923, 0.47780463
927.00000000, 0.87696995, 0.47763306
927.05000000, 0.87827046, 0.47746149
927.10000000, 0.87894859, 0.47728992
927.15000000, 0.87942384, 0.47711835
927.20000000, 0.87964088, 0.47694678
927.25000000, 0.87990425, 0.47677520
927.30000000, 0.88018564, 0.47660363
927.35000000, 0.88079646, 0.47643206
927.40000000, 0.88133703, 0.47626049
927.45000000, 0.88169694, 0.47608892
927.50000000, 0.88211669, 0.47591735
927.55000000, 0.88258345, 0.47574578
927.60000000, 0.88302741, 0.47557421
927.65000000, 0.88343620, 0.47540264
927.70000000, 0.88361898, 0.47523107
927.75000000, 0.88358404, 0.47505950
927.80000000, 0.88322249, 0.47488793
927.85000000, 0.88272806, 0.47471636
927.90000000, 0.88217109, 0.47454479
927.95000000, 0.88139705, 0.47437322
928.00000000, 0.88064670, 0.47420165
928.05000000, 0.87999999, 0.47403008
928.10000000, 0.87944261, 0.47385850
928.15000000, 0.87896770, 0.47368693
928.20000000, 0.87885619, 0.47351536
928.25000000, 0.87886102, 0.47334379
928.30000000, 0.87926519, 0.47317222
928.35000000, 0.87970529, 0.47300065
928.40000000, 0.88021514, 0.47282908
928.45000000, 0.88051891, 0.47265751
928.50000000, 0.88069637, 0.47248594
928.55000000, 0.88079519, 0.47231437
928.60000000, 0.88081029, 0.47214280
928.65000000, 0.88048382, 0.47197123
928.70000000, 0.87967717, 0.47179966
928.75000000, 0.87825939, 0.47162809
928.80000000, 0.87611855, 0.47145652
928.85000000, 0.87369652, 0.47128495
928.90000000, 0.87123965, 0.47111338
928.95000000, 0.86886830, 0.47094180
929.00000000, 0.86671688, 0.47077023
929.05000000, 0.86485578, 0.47059866
929.10000000, 0.86324198, 0.47042709
929.15000000, 0.86233934, 0.47025552
929.20000000, 0.86165210, 0.47008395
929.25000000, 0.86149835, 0.46991238
929.30000000, 0.86165341, 0.46974081
929.35000000, 0.86235748, 0.46956924
929.40000000, 0.86328675, 0.46939767
929.45000000, 0.86434269, 0.46922610
929.50000000, 0.86494612, 0.46905453
929.55000000, 0.86546866, 0.46888296
929.60000000, 0.86580196, 0.46871139
929.65000000, 0.86625994, 0.46853982
929.70000000, 0.86686429, 0.46836825
929.75000000, 0.86703543, 0.46819668
929.80000000, 0.86703811, 0.46802510
929.85000000, 0.86706643, 0.46785353
929.90000000, 0.86712938, 0.46768196
929.95000000, 0.86729087, 0.46751039
930.00000000, 0.86776335, 0.46733882
930.05000000, 0.86850076, 0.46716725
930.10000000, 0.86972301, 0.46699568
930.15000000, 0.87108251, 0.46682411
930.20000000, 0.87262646, 0.46665254
930.25000000, 0.87391516, 0.46648097
930.30000000, 0.87470837, 0.46630940
930.35000000, 0.87556576, 0.46613783
930.40000000, 0.87646249, 0.46596626
930.45000000, 0.87685664, 0.46579469
930.50000000, 0.87711386, 0.46562312
930.55000000, 0.87701203, 0.46545155
930.60000000, 0.87675323, 0.46527998
930.65000000, 0.87627767, 0.46510840
